Tag Counts:

Tag,Count
Untagged,66608
sv_P4,327
email,368
sv_P3,343
sv_P1,345
sv_P2,339
web,307
database,331
sv_P5,316
backup,327
monitoring,294

Port/Protocol Combination Counts:

Port,Protocol,Count
37298,icmp,3
64304,icmp,1
18427,tcp,2
36729,tcp,1
11602,udp,1
58560,icmp,2
65355,icmp,1
64690,tcp,1
24066,udp,1
40294,tcp,1
25775,tcp,2
29408,icmp,1
62674,icmp,2
24748,icmp,1
44043,tcp,1
33004,udp,1
19246,udp,2
30430,icmp,2
9324,icmp,1
3435,udp,1
33930,udp,2
3764,udp,1
12028,icmp,1
333,udp,1
54975,udp,2
15235,tcp,1
1684,icmp,1
11425,tcp,1
11381,tcp,1
5277,udp,1
53043,udp,2
7529,icmp,1
21317,tcp,1
29633,tcp,1
48019,tcp,1
7269,tcp,1
50094,udp,1
27547,tcp,2
36315,icmp,1
27953,tcp,2
14581,udp,1
58873,tcp,1
27092,tcp,1
57288,udp,1
43866,udp,3
50626,udp,1
11479,icmp,1
19090,tcp,1
32023,tcp,1
2307,tcp,1
8221,icmp,1
15972,icmp,1
55425,icmp,1
56697,udp,1
30665,udp,2
13775,tcp,1
36541,tcp,2
28758,tcp,2
43897,udp,1
14215,tcp,1
14435,tcp,1
1291,icmp,1
48829,tcp,1
30947,udp,1
49890,udp,2
21674,udp,1
60137,udp,2
32072,tcp,1
46011,udp,1
28561,udp,1
40493,udp,1
29169,udp,1
24055,tcp,3
60801,tcp,1
42566,tcp,1
23996,icmp,2
58019,udp,1
52234,tcp,1
17562,icmp,1
4223,udp,1
56498,tcp,1
22155,icmp,2
2914,tcp,1
8290,icmp,1
51358,udp,2
36708,tcp,2
5871,tcp,1
30987,udp,1
36050,tcp,1
51041,icmp,1
53646,icmp,1
44142,udp,1
19986,icmp,2
26298,udp,1
63004,tcp,1
34808,tcp,1
64606,udp,1
57498,tcp,1
24391,tcp,1
59898,udp,1
51470,udp,1
17538,udp,1
5428,icmp,2
13344,udp,1
42119,tcp,1
24460,icmp,2
25431,icmp,1
60791,udp,1
58081,icmp,1
22774,udp,2
6583,icmp,2
64297,udp,1
18290,tcp,1
40961,udp,1
36569,udp,1
42745,tcp,1
44003,icmp,1
21426,tcp,1
30660,tcp,1
9902,tcp,1
56628,tcp,1
12795,udp,1
2236,tcp,1
23273,tcp,2
38721,udp,1
6070,tcp,1
32611,udp,2
16016,udp,1
50193,icmp,1
8271,udp,1
37610,tcp,1
48913,udp,1
57519,tcp,1
18887,udp,3
24484,tcp,1
46140,tcp,1
51828,udp,2
27606,tcp,1
61229,icmp,1
37681,icmp,1
15420,icmp,1
12319,tcp,1
26182,udp,1
16237,icmp,1
62137,icmp,2
41378,icmp,1
35755,tcp,1
31799,icmp,1
32679,tcp,1
26120,tcp,1
63465,udp,1
44196,icmp,1
54687,udp,2
50507,udp,1
25751,tcp,2
55857,tcp,1
7828,icmp,2
45148,tcp,2
15493,icmp,1
29218,icmp,1
46820,icmp,1
33592,tcp,1
40366,icmp,1
23342,udp,2
61495,udp,2
60631,icmp,1
64280,udp,1
61582,tcp,2
18272,icmp,2
62594,udp,1
18253,tcp,1
6863,tcp,1
55210,icmp,1
38047,tcp,1
12484,tcp,1
6670,icmp,1
30593,icmp,2
36522,tcp,1
97,icmp,1
19437,tcp,1
29590,icmp,1
21368,icmp,1
41911,tcp,1
56967,tcp,1
390,icmp,1
25026,udp,1
47411,tcp,1
41324,icmp,1
27949,icmp,1
56402,tcp,1
55972,udp,1
15649,icmp,2
24203,tcp,1
39065,tcp,1
59726,udp,1
13433,tcp,1
42961,tcp,1
42313,udp,3
23160,udp,1
13516,udp,1
33983,udp,1
1037,tcp,1
30053,tcp,1
3863,udp,1
62488,icmp,1
28000,icmp,1
40773,udp,1
8585,tcp,1
15020,icmp,1
5527,tcp,1
17690,tcp,1
3333,udp,1
64883,tcp,2
59693,udp,2
41547,tcp,1
11359,tcp,1
51680,tcp,1
32981,icmp,1
47531,tcp,2
65280,icmp,1
53545,tcp,1
28418,icmp,1
799,tcp,1
26369,icmp,2
62098,icmp,1
18796,icmp,2
18532,udp,1
49998,icmp,2
40412,udp,1
21875,udp,2
15273,icmp,2
22826,tcp,1
32470,tcp,1
31291,tcp,2
27533,tcp,1
11209,icmp,1
32132,udp,1
4205,tcp,1
61969,udp,1
64561,udp,1
56329,tcp,1
22821,icmp,1
28893,tcp,2
62956,tcp,1
37205,tcp,1
9023,udp,1
45520,udp,2
64117,icmp,1
40160,tcp,2
37880,icmp,1
46426,icmp,1
26182,icmp,1
64056,icmp,1
60317,icmp,1
28052,udp,2
8302,icmp,2
5587,udp,1
11429,icmp,1
9703,icmp,1
18327,tcp,2
16309,udp,1
6146,udp,1
35852,tcp,1
33335,tcp,1
16871,icmp,1
8067,tcp,1
39116,udp,1
17050,icmp,1
33571,tcp,2
35574,tcp,2
22634,tcp,1
8054,udp,1
38723,icmp,1
33772,icmp,1
58380,udp,3
5622,udp,1
48074,icmp,3
54274,udp,1
5052,tcp,2
39054,icmp,2
11817,tcp,1
26279,icmp,1
19601,icmp,1
19325,udp,2
41002,udp,1
32729,udp,1
17702,tcp,2
36079,tcp,1
2462,tcp,1
55804,udp,1
39082,udp,1
29370,icmp,1
61560,udp,1
11772,icmp,1
8390,icmp,1
31838,icmp,2
39783,udp,1
19407,tcp,2
56549,icmp,1
43971,icmp,1
20882,icmp,1
9433,tcp,2
41858,icmp,1
47490,tcp,1
49036,udp,1
33887,icmp,1
28491,tcp,2
32904,icmp,1
64024,tcp,1
18710,icmp,1
43476,tcp,1
13968,icmp,2
45261,udp,1
36170,tcp,2
36840,tcp,2
13336,tcp,2
31177,icmp,1
42726,udp,1
19921,udp,1
53626,icmp,1
28652,udp,1
62052,udp,1
7521,icmp,1
15389,udp,2
18755,icmp,1
15736,udp,1
34893,udp,1
40329,icmp,1
40940,icmp,3
13773,udp,1
18013,icmp,1
16244,tcp,3
37064,icmp,1
60765,udp,1
61656,icmp,1
46157,tcp,1
16400,tcp,1
6481,icmp,1
24724,tcp,1
28087,icmp,2
32351,tcp,1
21244,icmp,1
53429,tcp,1
47602,icmp,1
40252,tcp,1
9218,icmp,2
42511,udp,1
9457,icmp,1
42274,udp,1
2621,icmp,2
65328,tcp,2
24648,icmp,1
6228,udp,1
10017,udp,1
40812,icmp,1
2543,icmp,1
28167,udp,2
6277,tcp,1
18416,tcp,1
63724,tcp,3
62233,icmp,2
39255,icmp,1
26718,udp,1
42464,tcp,2
57673,icmp,2
5007,udp,2
28522,udp,2
24766,udp,1
51651,tcp,2
50519,udp,1
24161,tcp,2
42286,tcp,1
43969,icmp,2
38956,tcp,1
28694,udp,1
37464,tcp,1
34071,udp,2
47805,udp,1
16353,tcp,1
9324,tcp,1
5621,icmp,1
51381,icmp,1
10871,icmp,1
64503,udp,1
29580,udp,1
10535,icmp,1
7561,udp,1
40068,icmp,1
24130,tcp,1
33649,icmp,1
24404,icmp,1
5894,tcp,1
34260,icmp,1
35416,udp,1
4367,udp,1
30932,udp,1
16295,udp,1
61291,tcp,2
54235,icmp,1
55152,icmp,1
15218,tcp,1
15246,udp,2
38397,udp,1
23006,udp,2
39857,udp,1
24798,udp,1
52837,icmp,1
16295,icmp,1
37299,udp,1
50187,udp,3
56070,icmp,1
23466,icmp,1
20295,icmp,1
50587,tcp,2
55541,udp,1
119,icmp,1
11286,icmp,1
44631,udp,1
4058,tcp,2
37058,tcp,1
11250,udp,2
20083,icmp,1
58334,tcp,2
35395,icmp,1
63319,udp,1
55843,tcp,1
17976,udp,1
18310,udp,1
14216,tcp,1
30312,icmp,1
47020,tcp,2
28452,udp,1
14673,tcp,2
36846,icmp,1
39795,icmp,1
47510,udp,1
6978,icmp,1
39374,icmp,1
63042,tcp,1
8209,icmp,1
54628,udp,1
18592,icmp,1
39676,udp,1
10581,icmp,2
34654,icmp,1
65257,udp,1
21210,icmp,1
25964,icmp,1
10129,tcp,1
37044,icmp,1
14265,tcp,1
3948,udp,1
46392,udp,1
60533,udp,1
44144,tcp,2
44136,udp,2
62246,tcp,1
2684,icmp,1
8330,tcp,2
52665,tcp,1
55844,udp,1
62264,udp,1
27755,udp,1
53383,udp,1
59838,udp,1
53094,tcp,1
2626,tcp,1
52594,icmp,1
9857,udp,1
38384,icmp,2
12034,icmp,1
20465,udp,1
19340,icmp,1
18420,tcp,3
24030,icmp,1
61121,udp,2
57750,tcp,1
56552,tcp,1
27864,udp,1
54294,udp,1
29937,udp,1
28621,tcp,1
44314,tcp,1
14120,udp,1
16527,icmp,2
22813,udp,1
7963,tcp,1
25746,tcp,1
5516,tcp,2
46281,tcp,1
21929,udp,3
13877,tcp,1
7538,tcp,1
2040,tcp,1
56662,tcp,2
982,udp,1
11005,icmp,1
9923,udp,1
16309,tcp,2
443,udp,1
10694,udp,1
37198,udp,1
32894,icmp,1
34864,icmp,1
44954,icmp,1
13208,tcp,1
8629,icmp,2
17535,udp,1
44675,udp,1
6256,icmp,1
35131,icmp,1
1368,tcp,1
14730,tcp,1
31940,icmp,2
12043,udp,2
85,tcp,1
9282,icmp,1
44300,icmp,3
26225,icmp,1
27550,udp,1
58449,udp,1
26603,tcp,1
56968,tcp,3
38011,icmp,1
40011,icmp,1
40123,udp,2
53607,tcp,1
42750,udp,1
3240,icmp,2
9007,icmp,1
4889,tcp,1
2068,icmp,3
47647,udp,2
58936,tcp,1
20484,icmp,1
61907,tcp,1
63104,udp,1
51118,udp,2
63917,tcp,1
38353,udp,2
45956,tcp,2
58662,icmp,1
39308,tcp,2
2550,udp,2
52703,tcp,1
57142,icmp,1
47641,icmp,1
52081,tcp,2
5527,udp,1
57908,udp,2
58715,tcp,1
14448,udp,1
18776,udp,1
56574,icmp,1
4570,tcp,1
41977,tcp,1
9288,udp,1
5725,tcp,1
33732,udp,2
36262,tcp,2
36584,udp,1
1003,tcp,1
47959,icmp,1
64218,icmp,1
32349,tcp,1
24918,icmp,1
33149,udp,1
4268,tcp,1
63857,icmp,1
61489,udp,1
26138,udp,1
41920,icmp,1
40066,icmp,1
6760,udp,1
41427,udp,1
19545,tcp,1
35045,tcp,1
21497,tcp,1
9408,icmp,1
59615,icmp,1
61054,icmp,1
24392,tcp,1
18217,tcp,1
37611,icmp,1
24150,tcp,1
58189,icmp,1
3864,tcp,1
18393,udp,1
49745,icmp,2
934,udp,1
1469,icmp,1
58617,tcp,2
33561,icmp,3
31062,udp,1
43528,tcp,1
29690,udp,2
59339,udp,1
35053,udp,1
21319,icmp,1
49753,tcp,1
35710,icmp,1
44972,tcp,1
14991,icmp,1
29989,tcp,1
26565,udp,1
62177,icmp,1
58128,icmp,1
8708,tcp,3
9181,tcp,1
3034,tcp,1
28135,icmp,1
41654,tcp,2
50530,udp,1
38187,udp,2
33524,icmp,1
28247,udp,2
4690,tcp,1
19202,udp,1
48965,tcp,2
9940,icmp,1
49781,icmp,2
64205,tcp,1
59578,udp,1
18087,icmp,1
48009,icmp,1
18192,tcp,1
36016,tcp,1
60633,icmp,1
49284,tcp,1
41705,tcp,1
2756,tcp,2
1190,icmp,1
3947,udp,1
37945,icmp,1
32753,udp,1
31481,icmp,3
20177,udp,1
37964,udp,1
5588,tcp,1
56431,tcp,2
5380,icmp,1
2868,icmp,1
53425,udp,1
48043,tcp,1
28213,icmp,2
53031,tcp,1
22171,udp,1
60138,tcp,1
62118,icmp,1
5513,icmp,2
58468,tcp,1
54419,udp,1
13264,tcp,1
53383,icmp,1
51266,tcp,2
65026,tcp,1
47423,icmp,2
25874,tcp,2
48805,tcp,1
25183,icmp,1
6882,icmp,1
64121,tcp,1
38106,icmp,1
35644,icmp,1
9456,tcp,2
53940,tcp,1
24088,udp,1
30354,tcp,1
29456,udp,2
2194,icmp,1
25942,tcp,1
53448,icmp,1
46820,udp,1
27463,icmp,1
14284,icmp,1
5044,tcp,1
31766,icmp,1
4327,tcp,1
60253,icmp,2
20141,tcp,1
14030,icmp,1
20236,tcp,1
24751,icmp,1
37978,icmp,1
2648,icmp,1
51444,tcp,2
61622,icmp,1
19990,icmp,1
20339,tcp,1
52561,udp,1
59193,tcp,1
16183,udp,2
7350,udp,2
22544,udp,1
20889,udp,1
39992,tcp,2
42234,tcp,1
10954,udp,1
951,icmp,2
30221,tcp,1
40287,icmp,3
45821,tcp,2
28126,udp,1
49245,tcp,1
61426,tcp,1
50797,icmp,2
37833,tcp,1
35888,icmp,1
2156,udp,1
26942,icmp,1
38675,tcp,1
49084,icmp,1
3313,icmp,3
58240,tcp,1
51398,tcp,1
8428,udp,1
48846,udp,1
62554,udp,1
50137,udp,1
14541,tcp,1
47339,tcp,1
19213,icmp,1
31311,tcp,1
14050,tcp,1
1154,udp,1
36286,tcp,1
48716,tcp,2
21738,icmp,1
33751,icmp,2
45080,udp,1
60686,tcp,2
28032,icmp,1
58624,icmp,1
36009,tcp,1
10014,tcp,1
60886,icmp,1
3333,tcp,1
28205,icmp,1
44562,udp,1
6917,tcp,1
64514,tcp,2
15245,udp,2
44782,tcp,1
22802,tcp,1
10396,icmp,1
21884,tcp,2
13401,udp,2
39886,tcp,1
38634,tcp,3
32235,udp,1
59858,icmp,1
2973,udp,3
12773,icmp,1
6787,tcp,1
38355,tcp,1
42985,tcp,2
11654,icmp,1
35189,icmp,1
16007,icmp,1
51956,udp,1
25178,icmp,1
32649,icmp,1
59409,udp,1
45861,icmp,2
65019,udp,2
49,tcp,1
38741,tcp,1
26352,tcp,2
10405,udp,2
37564,tcp,1
60662,udp,1
10107,tcp,1
58267,udp,1
40256,icmp,2
50683,tcp,1
62068,icmp,1
3344,tcp,2
35107,icmp,1
33049,tcp,1
41515,tcp,1
54417,udp,1
64265,tcp,1
54541,udp,1
1654,udp,1
22254,icmp,1
11323,udp,1
39795,tcp,2
63156,icmp,1
36514,udp,2
60587,tcp,2
25450,udp,1
34530,udp,1
46043,icmp,2
50938,icmp,1
41532,udp,1
38701,icmp,1
12488,udp,2
18812,icmp,1
57458,udp,2
49665,tcp,1
34362,udp,1
5550,icmp,2
20066,tcp,1
42569,icmp,1
46252,udp,2
8254,udp,1
43475,icmp,1
25071,icmp,1
53923,udp,1
4301,tcp,1
5659,tcp,3
46599,icmp,2
35401,tcp,1
10133,udp,1
48435,udp,1
24897,icmp,2
8689,icmp,2
62766,icmp,1
33694,udp,1
53082,udp,1
43394,icmp,2
30795,icmp,1
46126,icmp,2
22117,tcp,1
3480,icmp,1
55681,tcp,1
63359,udp,1
8011,icmp,1
58242,tcp,2
22339,udp,1
53412,tcp,1
30423,icmp,1
57829,tcp,2
3527,icmp,1
17369,udp,1
40414,udp,1
27421,udp,1
39013,udp,1
4854,tcp,2
10141,tcp,1
55422,tcp,3
10640,udp,2
3201,tcp,1
64326,udp,1
41733,icmp,1
43118,tcp,2
44503,tcp,1
60693,tcp,1
33071,udp,1
62301,tcp,1
11727,tcp,1
15871,tcp,1
45297,udp,1
17700,icmp,1
12502,icmp,1
41368,icmp,1
60498,tcp,1
2189,icmp,2
202,icmp,1
18924,icmp,1
6904,udp,1
55876,udp,1
7540,icmp,1
12406,icmp,2
52181,icmp,2
31401,icmp,1
7040,icmp,1
2316,icmp,1
51601,icmp,1
17952,udp,1
43910,tcp,1
45852,udp,2
36257,udp,1
32639,udp,2
22565,udp,1
22677,tcp,1
4405,icmp,1
38048,icmp,1
46304,icmp,1
20595,tcp,1
64601,tcp,1
62945,udp,1
17476,udp,1
51586,icmp,1
30172,icmp,2
52807,tcp,1
20334,udp,1
39953,udp,2
42458,tcp,1
20941,udp,1
38155,udp,1
64707,icmp,2
31213,icmp,1
16015,tcp,2
58913,tcp,1
27508,icmp,1
16836,icmp,2
6516,udp,1
8162,udp,1
65350,udp,1
15636,tcp,1
21917,icmp,2
26001,udp,1
63459,icmp,1
3470,tcp,1
5576,tcp,2
1147,icmp,1
18039,tcp,1
20190,udp,1
6344,icmp,1
60362,udp,2
54394,udp,1
15581,tcp,1
20754,udp,1
19490,udp,3
17577,udp,1
12959,icmp,1
1919,udp,1
18413,icmp,3
43262,icmp,1
25620,icmp,1
50853,udp,2
16374,udp,1
65312,tcp,1
35230,udp,2
24119,udp,1
4624,icmp,1
20686,icmp,1
31022,tcp,1
45270,tcp,1
9510,tcp,1
29225,udp,1
62718,tcp,1
15285,udp,1
36989,tcp,1
6440,tcp,1
35932,icmp,1
7454,icmp,1
19194,icmp,1
4533,udp,2
51212,icmp,1
1129,udp,1
28790,icmp,2
6139,udp,2
41364,tcp,2
1084,icmp,1
46216,icmp,1
52508,udp,1
10699,icmp,2
41431,udp,1
47416,icmp,2
9813,udp,1
52763,udp,1
51408,icmp,1
24784,icmp,1
40995,icmp,2
35711,icmp,2
56957,tcp,1
60,icmp,1
15707,tcp,1
46547,tcp,1
47848,icmp,1
63849,icmp,1
7653,tcp,1
1794,udp,1
30077,udp,2
15549,tcp,1
50050,icmp,2
25085,icmp,1
56207,icmp,1
46311,udp,1
54150,icmp,1
22311,icmp,1
17999,icmp,1
34265,tcp,2
63411,icmp,1
1313,tcp,1
37045,icmp,1
31869,icmp,1
2302,tcp,2
19553,icmp,1
57872,icmp,1
49244,udp,1
16310,icmp,1
51627,icmp,1
8353,icmp,1
55051,tcp,1
19859,icmp,2
27392,tcp,1
45920,icmp,2
33513,udp,1
22457,udp,1
13036,udp,1
30722,icmp,1
47162,udp,2
43878,udp,1
60251,icmp,1
63504,udp,2
42715,udp,1
57572,icmp,1
29279,tcp,1
10937,icmp,2
34485,icmp,1
63673,icmp,1
34852,udp,1
4191,icmp,2
29816,udp,1
12137,icmp,1
14352,tcp,1
54978,udp,2
64456,tcp,1
26553,udp,1
19043,tcp,1
50291,tcp,1
8336,udp,3
7796,udp,1
56738,udp,1
60615,tcp,1
52148,icmp,1
16317,icmp,1
21039,tcp,2
43258,tcp,1
29149,icmp,1
40205,udp,1
17705,tcp,1
22796,icmp,2
22384,icmp,1
65332,tcp,1
2320,icmp,1
1544,udp,1
59350,udp,1
1970,icmp,2
52483,udp,2
31903,icmp,2
24860,tcp,1
41373,icmp,1
25702,tcp,1
28176,udp,1
25128,icmp,1
5985,udp,2
57870,udp,1
18410,udp,1
49965,icmp,1
17366,udp,1
36111,udp,1
52130,icmp,1
40355,tcp,1
38189,udp,2
16102,tcp,1
52096,icmp,2
11759,icmp,1
53546,tcp,1
1580,tcp,1
41793,icmp,1
52635,tcp,1
2367,tcp,1
62578,icmp,1
44733,icmp,2
1665,udp,1
46033,tcp,1
51939,tcp,1
23577,tcp,1
24774,tcp,1
27613,icmp,1
50428,icmp,1
2918,icmp,2
23994,icmp,1
46900,udp,2
38528,udp,2
52445,icmp,1
61940,tcp,1
62439,icmp,1
11347,tcp,1
32525,udp,2
50976,tcp,1
48607,tcp,1
5410,udp,1
29158,icmp,1
24107,udp,1
9549,tcp,2
31454,icmp,1
10609,udp,2
6649,udp,1
57178,tcp,1
60190,icmp,1
26678,icmp,1
42074,icmp,1
2669,tcp,1
22879,icmp,1
59208,tcp,2
26577,icmp,2
34170,tcp,1
47507,icmp,1
28759,tcp,2
57749,tcp,1
36673,udp,1
6829,udp,1
15869,tcp,1
25018,udp,2
27142,tcp,1
7929,udp,1
26022,icmp,1
47603,tcp,1
45697,udp,1
23549,udp,1
59110,udp,1
56890,tcp,1
58169,tcp,1
45414,icmp,1
21066,tcp,1
35902,udp,2
738,udp,1
52701,udp,1
51390,udp,1
24069,icmp,1
3680,udp,1
63796,udp,2
62929,icmp,1
18504,tcp,1
30608,icmp,2
50109,tcp,1
19105,tcp,1
61066,udp,1
23281,udp,1
16097,icmp,1
8782,udp,1
11203,udp,1
34665,tcp,1
23818,icmp,1
63561,udp,1
41280,udp,1
60776,icmp,1
14622,icmp,2
55450,icmp,2
455,icmp,1
53384,icmp,1
7185,icmp,1
23622,icmp,2
19406,tcp,3
29375,tcp,2
62503,tcp,1
46445,udp,2
7940,icmp,1
54281,icmp,2
15229,tcp,2
63502,tcp,2
7628,icmp,1
17869,icmp,1
1472,udp,2
26910,tcp,1
21751,tcp,1
15072,icmp,1
65386,icmp,4
23154,udp,1
52096,udp,2
47878,icmp,1
41050,udp,1
46612,tcp,2
46420,tcp,1
22976,udp,1
44398,tcp,1
3954,icmp,1
26115,icmp,1
19477,tcp,1
18254,udp,1
19251,tcp,1
52826,icmp,1
40969,tcp,1
41866,icmp,1
35820,icmp,1
36139,tcp,1
40315,tcp,1
65349,tcp,1
7044,icmp,1
28679,udp,1
42998,udp,1
23125,udp,2
50268,icmp,1
62973,tcp,1
47691,udp,1
28722,udp,1
15915,tcp,1
18639,udp,1
5797,icmp,2
41445,icmp,1
35424,tcp,1
7499,udp,1
65226,tcp,1
6423,icmp,1
57062,icmp,1
58469,udp,1
7535,icmp,2
9567,icmp,1
39034,udp,1
45961,icmp,2
5032,tcp,2
27746,udp,1
7566,tcp,1
64116,tcp,2
54268,tcp,1
14137,tcp,1
9469,udp,1
45278,icmp,2
14447,icmp,2
51317,udp,1
57834,icmp,1
57308,tcp,1
50910,udp,2
28512,tcp,1
11263,icmp,1
54076,udp,1
40364,tcp,1
18717,tcp,1
27215,udp,1
17368,icmp,1
39798,icmp,1
36823,tcp,2
53315,udp,1
54254,udp,1
49479,udp,1
22389,tcp,1
50747,udp,1
49473,icmp,1
3851,udp,2
4574,icmp,2
30397,tcp,1
35955,icmp,1
14715,tcp,1
24509,tcp,1
30682,tcp,1
43178,tcp,1
34151,icmp,1
29956,udp,1
51483,udp,1
28730,tcp,1
64824,tcp,1
47268,tcp,1
2197,udp,1
3737,icmp,1
55037,udp,2
44271,udp,1
19558,udp,1
24109,tcp,1
55146,tcp,1
14135,udp,2
27375,udp,1
36725,icmp,1
49491,icmp,1
13182,icmp,3
58583,udp,1
40071,tcp,1
27065,icmp,1
64924,udp,2
12193,tcp,1
51185,icmp,1
22492,udp,2
28062,icmp,2
7263,icmp,1
16339,tcp,1
50554,tcp,1
26250,tcp,1
14428,tcp,2
32304,udp,1
52490,udp,2
49676,icmp,2
30964,tcp,1
31130,udp,1
57767,udp,1
48525,icmp,1
3076,tcp,2
16191,icmp,1
46025,tcp,1
11936,icmp,2
29614,udp,2
23666,tcp,1
34583,udp,1
47033,udp,1
49246,icmp,1
57351,udp,3
30988,tcp,1
12595,tcp,1
7020,udp,2
24492,udp,1
51355,tcp,1
26321,tcp,1
57885,tcp,1
63052,tcp,2
36143,icmp,1
6747,tcp,1
3021,tcp,2
52938,icmp,1
11474,tcp,1
44613,icmp,1
49577,udp,2
2963,udp,1
52838,udp,1
51294,udp,1
60795,udp,1
56465,icmp,1
41001,icmp,1
25674,icmp,1
28037,icmp,2
17851,tcp,1
61722,tcp,2
56152,tcp,2
64699,tcp,1
52134,udp,1
53936,tcp,1
20597,udp,2
30320,icmp,1
31338,tcp,1
49313,udp,1
58570,tcp,1
64049,tcp,1
41123,tcp,1
16709,tcp,1
2805,icmp,1
51229,tcp,2
34113,tcp,1
34990,udp,1
40226,tcp,1
12759,udp,1
29118,tcp,1
56918,udp,2
9513,icmp,1
28580,udp,1
57495,tcp,2
4348,udp,1
20852,tcp,1
43063,udp,1
29620,udp,1
2617,udp,1
7881,udp,1
8851,tcp,1
586,tcp,1
38542,icmp,1
23960,tcp,1
32523,udp,1
61404,udp,1
31720,tcp,1
57925,tcp,1
11793,tcp,1
19154,icmp,1
157,tcp,1
29916,udp,1
64352,icmp,1
22200,udp,1
57102,icmp,1
4744,tcp,1
39854,icmp,1
8782,tcp,2
1879,tcp,2
44894,icmp,1
45142,tcp,1
37499,tcp,1
32784,icmp,1
11397,udp,1
35890,udp,3
28570,icmp,1
4776,tcp,1
16148,tcp,1
26304,tcp,1
53853,icmp,1
605,icmp,2
58210,icmp,1
59259,tcp,1
12790,tcp,1
865,udp,1
64215,udp,1
61500,icmp,1
59880,udp,2
61529,tcp,1
63703,tcp,1
44823,tcp,1
57363,udp,2
22601,udp,2
39006,udp,1
38690,icmp,2
18276,udp,2
8983,udp,1
41391,icmp,2
7007,icmp,1
15542,tcp,1
53326,tcp,2
39596,icmp,1
40734,tcp,1
35218,icmp,1
54936,udp,1
45007,udp,2
27951,icmp,1
28865,udp,2
52883,tcp,1
6168,icmp,1
30094,icmp,1
44710,icmp,2
58844,icmp,1
18656,udp,1
26532,udp,1
16381,udp,1
35922,tcp,1
14011,udp,1
27587,udp,1
52382,udp,2
462,icmp,1
17360,tcp,1
31150,udp,1
19697,tcp,2
61855,udp,1
7491,icmp,1
8595,icmp,1
46526,icmp,1
61346,udp,1
32087,icmp,1
34907,icmp,2
60524,tcp,1
20591,tcp,1
18527,udp,3
7336,icmp,1
20004,icmp,1
52755,icmp,1
19584,tcp,1
26579,tcp,1
10817,tcp,2
20113,tcp,1
15281,tcp,1
51609,udp,1
10873,tcp,1
23249,icmp,1
34794,icmp,2
56601,udp,1
34981,icmp,2
11337,tcp,2
52358,udp,2
3104,icmp,1
34367,tcp,2
31561,tcp,1
35664,udp,1
47522,udp,1
27720,udp,1
15784,udp,2
39394,tcp,1
52115,icmp,1
45348,icmp,1
27318,udp,1
16271,tcp,1
61030,tcp,1
44998,udp,1
55467,tcp,1
4505,icmp,1
46248,tcp,1
1665,icmp,2
34718,tcp,1
53941,tcp,2
28757,udp,1
46272,icmp,1
55993,udp,3
48537,udp,1
60077,icmp,1
19237,icmp,1
47545,udp,3
12898,tcp,1
52538,tcp,1
43363,icmp,1
20403,tcp,2
61581,tcp,1
18829,icmp,1
18235,udp,1
55233,icmp,1
59515,udp,1
24050,udp,1
34318,tcp,2
58083,udp,1
56923,tcp,1
30032,tcp,1
60803,icmp,1
45743,tcp,1
48466,udp,1
28393,tcp,1
45603,icmp,1
62505,tcp,2
44855,tcp,2
742,udp,1
36508,udp,2
4810,udp,2
2811,udp,1
17206,tcp,2
64372,udp,1
45228,tcp,1
23805,tcp,1
42206,udp,1
21013,tcp,1
29810,udp,1
20320,udp,2
57149,udp,1
26561,tcp,1
30985,tcp,1
26509,icmp,1
5424,icmp,1
24346,tcp,1
63811,udp,1
29936,icmp,1
56332,tcp,1
39826,icmp,2
40616,tcp,1
23571,icmp,1
53730,tcp,1
6850,tcp,1
6513,tcp,1
11760,udp,1
11223,udp,2
18240,icmp,1
65079,udp,1
52024,tcp,1
15182,udp,2
23358,udp,1
55611,udp,2
11975,icmp,1
25554,icmp,1
48936,udp,1
1265,udp,1
29410,icmp,1
17527,icmp,1
41878,tcp,1
60957,icmp,1
16221,udp,1
56670,udp,2
55655,tcp,1
20090,udp,1
59987,tcp,1
24249,tcp,2
11847,tcp,1
16875,icmp,1
40440,icmp,1
31248,icmp,1
21406,udp,1
4174,udp,1
65350,tcp,1
47130,tcp,1
4184,icmp,2
15457,udp,1
9773,udp,1
45117,udp,3
28760,udp,1
20925,tcp,1
4095,tcp,3
40075,udp,1
3997,icmp,1
14751,icmp,1
30844,udp,1
1063,icmp,3
33170,udp,2
26144,udp,1
42447,tcp,1
49239,udp,2
4430,icmp,2
25888,icmp,1
53193,udp,1
21037,icmp,1
59907,tcp,1
59608,icmp,1
63459,tcp,1
59130,udp,1
8180,tcp,1
18150,udp,1
17037,icmp,1
51636,icmp,2
48647,udp,1
29663,icmp,3
48659,tcp,1
34746,icmp,1
35352,udp,1
2759,icmp,2
47722,tcp,1
10934,icmp,2
3940,tcp,2
52345,icmp,1
58726,icmp,1
15083,icmp,1
18608,icmp,1
30280,icmp,1
6760,tcp,1
37398,icmp,1
53205,tcp,1
43351,icmp,1
58311,tcp,2
26535,udp,1
20209,tcp,2
49045,tcp,1
49583,tcp,1
63689,icmp,1
16205,udp,1
18559,tcp,2
53744,tcp,2
18447,tcp,1
61350,icmp,1
27919,tcp,2
56278,icmp,1
57067,tcp,2
26840,udp,3
59245,udp,1
23411,tcp,1
