# data generated for lookup table

dstport,protocol,tag
65343,TcP,sv_P4
64298,icMp,sv_P2
23589,icMp,sv_P1
28618,icMP,database
42534,tCp,sv_P1
34132,UdP,sv_P5
13873,tCP,sv_P3
53335,Tcp,database
9106,tCP,backup
61636,ICmP,database
40646,IcMp,sv_P4
40025,uDp,email
44084,iCMp,sv_P1
26527,TCP,sv_P4
48551,Udp,sv_P1
57369,IcMp,email
54081,Udp,monitoring
19595,tCp,email
6864,TCP,sv_P1
23542,tCP,backup
50500,ICMP,sv_P4
1098,tCP,sv_P2
36962,tcp,sv_P4
29603,iCMp,backup
23481,icmp,sv_P2
44143,TCP,sv_P4
32992,Tcp,monitoring
7906,ICmP,sv_P5
53318,UDp,sv_P5
65257,Tcp,database
23388,tCp,sv_P2
43843,tCP,sv_P4
892,TCp,database
26008,UdP,sv_P2
59675,UDP,sv_P2
1721,udp,web
32281,TCP,database
11514,uDP,sv_P1
21854,tCp,web
49819,TcP,sv_P2
33527,Udp,sv_P4
19270,iCmP,sv_P5
45910,ICMP,email
16002,TCP,email
53424,tcP,sv_P2
64599,tCP,sv_P3
25517,iCMP,sv_P2
34671,uDP,sv_P4
40522,udP,sv_P1
29000,UDP,sv_P1
51889,ICMP,web
29851,TcP,sv_P4
50961,tCP,sv_P1
49269,uDp,sv_P4
40653,tCP,sv_P2
20339,UDP,sv_P1
25322,uDP,backup
43874,uDP,monitoring
58121,UdP,sv_P3
30895,TcP,monitoring
56409,Tcp,sv_P4
47039,Udp,backup
16051,uDp,sv_P2
47883,udP,sv_P2
49902,TcP,web
47464,UdP,sv_P4
28956,UDP,email
28942,tCp,sv_P4
52435,icMp,monitoring
62206,iCmP,web
28012,IcmP,sv_P5
11341,icMp,email
38205,udP,web
55255,tCp,email
55881,tcP,sv_P2
44148,UDp,email
37895,tCp,sv_P1
35296,TCP,sv_P4
45727,Udp,sv_P2
15846,uDp,web
59693,ICMp,sv_P4
8554,UdP,sv_P3
6680,icmp,sv_P2
37349,TcP,sv_P2
3986,udp,monitoring
37836,TCP,database
722,icMp,sv_P4
10699,udP,sv_P4
63734,TCp,sv_P3
21850,uDP,email
33723,tcp,sv_P2
7617,UDp,web
4729,UDP,web
24881,ICmP,web
7155,ICmP,web
6039,tcP,sv_P5
39341,tCP,backup
55996,UDp,web
42230,udp,sv_P5
7433,IcMp,sv_P4
45915,udP,sv_P3
39290,Udp,database
65050,Tcp,database
40779,UdP,monitoring
6067,Tcp,web
7189,Tcp,email
5198,UDp,sv_P1
17518,udP,sv_P3
26042,udp,email
35498,tCP,sv_P3
60020,ICmP,backup
8585,TCP,sv_P2
57000,icmP,sv_P2
5056,tcp,sv_P5
63354,UDP,sv_P1
29113,TCP,sv_P2
19788,udp,sv_P2
62524,IcMP,sv_P1
28899,IcMp,database
20214,udp,sv_P2
56194,Udp,monitoring
7386,tcP,sv_P5
60095,UDp,web
63994,tCp,sv_P3
24154,uDP,database
42425,tcp,database
14510,iCmP,sv_P5
40889,icmP,sv_P1
49759,Tcp,email
32038,uDP,email
4219,iCmp,sv_P4
61798,icMp,sv_P4
60256,ICMP,sv_P4
350,IcMp,sv_P5
38157,TcP,sv_P4
59971,udp,backup
22400,tCP,monitoring
60265,tcp,database
19559,TCP,email
6972,Tcp,monitoring
7363,icmP,monitoring
8723,ICmP,monitoring
3710,icmp,sv_P5
45555,tcp,sv_P5
54269,uDP,sv_P2
54494,udP,web
51526,Udp,sv_P1
50036,ICmP,sv_P2
37591,ICMp,sv_P4
15681,TcP,backup
40450,iCMp,sv_P4
5129,UDP,sv_P5
61502,ICmp,sv_P2
49023,IcMp,sv_P5
41320,IcmP,sv_P1
45654,udp,sv_P4
41401,UDp,sv_P5
36637,tCP,sv_P1
58122,Tcp,sv_P2
55024,Tcp,database
23787,udP,sv_P1
10509,uDP,backup
58876,tcp,sv_P4
5291,tcp,sv_P2
12555,uDp,sv_P5
62887,TCP,backup
27938,TCP,sv_P5
42511,Tcp,sv_P2
57275,TcP,web
4911,tcP,email
10621,TCP,sv_P4
42838,udP,sv_P1
45006,udP,sv_P5
30366,Udp,sv_P2
15548,iCmp,sv_P2
19150,Udp,sv_P1
45868,IcMP,web
35542,tcP,sv_P4
253,tcP,backup
44104,tCp,sv_P4
43194,UDP,database
828,IcMp,monitoring
64250,ICmp,backup
47456,ICMP,email
47643,IcmP,sv_P1
23541,IcmP,sv_P4
3373,udp,backup
53962,tcp,sv_P3
30990,icMP,email
1420,UdP,sv_P3
22256,uDp,sv_P1
45602,Icmp,backup
21753,TCp,web
40105,icmp,backup
25853,UDp,monitoring
4782,UDp,email
11344,Udp,monitoring
33358,tcP,sv_P3
53808,uDP,sv_P5
61254,UDP,email
20466,UDP,sv_P4
27159,uDP,web
36677,icmp,sv_P3
56907,Tcp,database
51613,UdP,sv_P1
54787,IcmP,sv_P1
64231,iCMP,email
50042,tcp,database
15089,Tcp,sv_P3
4138,ICMP,monitoring
16046,Tcp,monitoring
24183,UDp,web
6177,icMP,email
38679,iCmP,database
19758,tCp,email
50873,uDp,sv_P2
51468,IcmP,sv_P5
8730,icMp,email
7164,ICMp,backup
54650,tCP,web
52502,TCp,database
19028,ICmp,sv_P4
33390,UdP,web
13358,iCMp,monitoring
5085,UDP,monitoring
56460,uDP,email
9436,tCp,sv_P4
39916,UDP,monitoring
55003,icMP,sv_P3
57661,iCmp,email
40107,ICMp,sv_P5
36785,tCp,sv_P3
26877,tcP,web
20473,ICMP,sv_P1
31267,TCp,database
43770,UDP,sv_P4
23504,IcmP,backup
18627,TcP,backup
10034,Udp,database
63209,icMP,monitoring
44303,IcmP,sv_P5
39131,icMP,sv_P2
17241,TCP,sv_P5
29714,TCP,sv_P5
56647,tcp,sv_P3
13737,IcmP,sv_P1
43059,tCP,sv_P1
21004,iCMp,monitoring
31014,icmp,backup
46398,ICMP,sv_P4
7769,udp,sv_P2
46573,ICmp,sv_P4
41314,TcP,sv_P3
29517,TCP,email
46749,iCMP,monitoring
63891,UDP,backup
15256,IcMp,sv_P1
45305,iCmp,sv_P2
3220,iCmp,monitoring
33557,Tcp,database
34487,icMP,web
8407,uDp,monitoring
50720,uDP,sv_P4
19877,ICMp,database
61388,tCP,email
34741,udp,sv_P4
18087,TcP,web
52535,Udp,database
2667,UdP,backup
41189,tcp,monitoring
12090,tcp,sv_P4
20751,tcP,web
52267,tcP,email
41323,TCp,email
2886,ICMp,database
14092,UdP,backup
8166,ICmp,sv_P3
58512,tCP,backup
26190,ICmp,sv_P2
27295,Tcp,sv_P2
24203,TCp,sv_P1
12052,ICMp,sv_P1
9807,iCmP,sv_P4
4389,uDp,sv_P2
19009,TCP,monitoring
46572,UDp,backup
15199,tCP,web
2343,tcp,backup
8238,UDp,backup
13101,tCP,backup
35706,tCp,sv_P4
50699,tCp,sv_P3
53742,uDp,monitoring
10888,udp,sv_P3
54513,TCp,email
49717,ICmp,sv_P3
2188,IcmP,web
11439,icMP,email
64305,tcp,database
23814,tcP,backup
35349,ICMp,sv_P3
24809,iCmp,sv_P4
33707,Udp,database
16201,Tcp,sv_P5
61120,iCMP,sv_P2
25029,uDP,email
15081,Icmp,backup
43549,tcP,sv_P2
41078,tcp,web
65212,Tcp,web
5029,TCp,sv_P3
47721,Udp,sv_P3
55418,udP,database
40718,udP,sv_P2
41425,ICmp,email
39456,icMp,backup
16090,tcP,database
56506,tcp,monitoring
6169,icMp,monitoring
54812,UdP,backup
2684,icmp,sv_P1
34962,udp,web
57123,uDP,sv_P1
56495,iCmp,web
729,tCP,sv_P4
41747,tcP,database
57214,ICmp,sv_P2
62704,TCp,email
2697,uDp,monitoring
40188,TCP,sv_P1
32315,IcMp,sv_P5
10216,uDp,sv_P1
38579,UDP,backup
6053,tCp,sv_P4
54667,tCp,sv_P3
127,uDp,monitoring
20488,TCp,sv_P1
46462,UDP,sv_P3
28582,UDp,sv_P1
37937,ICmp,sv_P3
46145,Udp,sv_P1
49122,UDP,sv_P3
10493,TcP,backup
14769,TCP,sv_P4
56527,icmP,backup
59094,ICMp,sv_P3
32401,Icmp,sv_P2
36172,tcP,email
17735,Udp,monitoring
2474,Udp,backup
53248,Udp,web
36758,tcp,backup
7506,IcMp,backup
14375,udp,email
18016,udP,backup
32833,iCmp,sv_P4
43157,uDP,sv_P5
7830,uDp,web
22411,tCP,email
18151,TCP,sv_P2
25076,tCp,sv_P1
64233,ICMp,monitoring
61422,ICMp,sv_P5
16246,TCp,email
21156,icMP,sv_P1
60849,ICmP,sv_P5
41164,Udp,sv_P1
40422,icmp,database
48461,TcP,sv_P3
57282,Tcp,backup
26959,TCp,sv_P1
52200,TCP,sv_P4
24725,uDP,monitoring
64716,uDp,sv_P5
50278,iCmP,sv_P4
24429,TCP,monitoring
5190,icMP,monitoring
228,uDp,sv_P1
10163,uDp,sv_P3
11659,udP,email
10733,icMP,sv_P5
56490,Tcp,database
6682,udp,sv_P4
22969,tcp,sv_P1
13587,uDp,monitoring
40324,udP,sv_P5
30740,uDp,sv_P4
62618,icMp,database
6807,IcmP,sv_P2
49775,udP,web
56333,icmp,web
16806,icmp,sv_P3
14293,IcmP,sv_P3
62180,tcP,backup
11067,iCMp,sv_P5
34309,ICmp,sv_P5
42947,tCP,sv_P5
2135,tcP,database
21386,UdP,sv_P3
60859,ICmp,monitoring
13546,tCP,monitoring
12980,tCP,web
51882,IcmP,email
47755,tcP,sv_P5
37254,IcMp,sv_P3
38663,Tcp,sv_P3
40415,iCmp,sv_P4
12248,TCp,sv_P1
13140,UdP,backup
52122,TcP,monitoring
4990,icMP,email
3360,ICmp,backup
22891,ICMP,sv_P2
43145,tCp,email
27915,udP,email
37187,tCP,backup
36002,tCP,email
41780,UDP,monitoring
59567,TcP,sv_P3
38955,iCMP,backup
46929,UdP,sv_P2
63051,tcp,database
39101,iCmp,sv_P4
3167,iCMP,backup
3615,UdP,email
2581,Tcp,sv_P1
46536,tCP,sv_P3
64409,ICMp,sv_P4
302,IcMP,web
61516,IcMp,sv_P5
11765,iCmp,web
65344,UDp,sv_P4
43796,Tcp,sv_P2
2177,ICmp,backup
21558,TCP,email
23473,UDp,web
48696,ICmP,backup
34994,IcMp,sv_P3
56417,uDp,sv_P1
45643,tcP,database
5529,TCp,database
64027,UDp,sv_P2
5325,udp,sv_P2
61318,icMP,sv_P2
42251,TCP,sv_P1
2754,tCp,monitoring
13400,Udp,backup
48519,TcP,sv_P5
41378,Tcp,monitoring
15598,TCP,sv_P2
35364,IcMP,sv_P2
46205,UDp,monitoring
2241,IcMP,sv_P4
25649,ICmP,sv_P1
28598,tCP,sv_P5
47611,uDP,sv_P5
28713,ICmp,web
48388,icmp,monitoring
45909,UDP,web
52254,Tcp,sv_P5
37518,TCp,backup
46554,TcP,web
59189,Icmp,monitoring
63561,TcP,sv_P2
56814,icMP,web
12229,ICmp,sv_P1
62641,uDP,backup
32314,UdP,sv_P1
43972,UDP,sv_P5
40577,TCp,sv_P3
43746,TCP,database
51073,iCMp,database
33432,TcP,backup
21142,IcMP,sv_P5
23082,Tcp,database
56225,tcP,sv_P4
34273,UdP,email
48101,Udp,sv_P1
16128,icmP,sv_P2
36788,iCMp,sv_P4
18581,UDP,monitoring
10936,TCP,sv_P5
51794,IcmP,email
45628,UdP,sv_P2
38733,TCP,database
10711,uDP,sv_P3
40628,udp,backup
60546,TCP,email
49141,udP,sv_P3
46419,TCP,web
32693,TcP,database
57702,ICMp,sv_P2
45121,UDP,backup
22982,tcp,sv_P4
36156,icMP,sv_P5
57557,TcP,backup
10494,tCP,backup
51757,iCmp,sv_P1
53952,udp,sv_P2
10809,IcMP,sv_P3
2096,ICMP,database
35963,tcp,backup
36975,UDp,sv_P5
31025,iCMP,monitoring
22520,udP,email
65115,tcP,monitoring
3975,iCMP,sv_P2
13148,udp,web
31818,ICMp,sv_P2
34475,uDp,email
2300,icmp,monitoring
49415,IcmP,sv_P2
30224,uDP,web
37414,TCP,web
3957,UDp,email
14237,iCmP,sv_P5
3953,tcP,backup
56732,tCp,email
51314,iCmp,sv_P1
10610,udP,monitoring
18232,ICMP,sv_P4
60900,uDp,sv_P4
28992,iCMP,sv_P4
35534,Tcp,monitoring
53809,udP,sv_P4
38684,tCp,sv_P3
47912,TCp,sv_P1
4650,iCMp,web
12100,iCmp,web
53418,icMp,web
65291,Tcp,monitoring
14507,UDP,sv_P2
46012,tCp,email
37249,UDP,web
752,IcMp,sv_P1
26876,TCP,backup
55504,udP,database
356,udP,database
56505,icMP,database
5369,ICMp,web
28676,ICmp,email
22020,tCp,sv_P4
6256,iCMP,sv_P2
42338,tCP,sv_P2
53873,udp,email
31645,tCp,web
6247,ICmp,sv_P3
19485,Udp,sv_P2
47487,Tcp,sv_P5
34237,TCP,sv_P1
58423,Udp,sv_P4
33207,icMP,database
6332,tcp,sv_P4
9543,IcmP,sv_P3
29555,tcp,sv_P2
41845,tCP,monitoring
18590,tcp,sv_P4
25369,udP,monitoring
24308,uDP,sv_P1
21530,TCp,sv_P2
43323,Icmp,monitoring
6791,IcMp,email
22260,TCP,sv_P5
61526,uDp,backup
35846,uDp,web
29308,icMp,database
10718,TCP,sv_P4
53061,UDP,sv_P4
8312,ICmp,database
64464,UDp,web
49168,ICmp,monitoring
65045,UdP,sv_P3
4215,IcmP,sv_P1
3909,icMP,database
10901,UDp,sv_P1
65485,udp,sv_P3
41877,IcmP,sv_P4
23300,udP,sv_P5
65432,udP,sv_P5
32643,udP,backup
47189,tCP,database
51375,tcP,web
37966,TCP,sv_P3
8917,uDP,sv_P4
48553,ICmP,backup
27640,iCMp,web
21459,tCP,backup
26571,UdP,sv_P5
28868,UDP,sv_P3
36154,UDP,database
51314,udP,backup
60281,uDp,sv_P2
22934,uDp,database
4217,udp,sv_P5
55200,Icmp,sv_P2
59189,icMP,monitoring
7969,uDP,database
58447,UDp,monitoring
44018,iCmp,sv_P5
5383,tCp,sv_P2
40090,Udp,sv_P1
10030,icMp,sv_P5
37059,icmp,database
8843,IcmP,monitoring
25814,uDP,database
36230,IcMp,monitoring
53589,UDP,backup
16370,TCp,sv_P1
55234,tcp,sv_P5
19527,iCMp,web
27902,ICMP,sv_P5
20321,TCp,sv_P3
19854,Icmp,monitoring
13969,tCP,sv_P5
8163,tcp,database
585,Udp,sv_P4
31433,UDp,backup
46333,iCmP,monitoring
7506,UDP,monitoring
15722,UDP,monitoring
21723,tcp,backup
29940,UDp,sv_P1
27735,tCp,sv_P5
25169,tCP,sv_P1
27594,tcP,email
18799,UdP,database
62722,udp,monitoring
60429,icmp,monitoring
57756,ICMP,sv_P1
30324,Udp,database
50136,ICMP,sv_P5
19197,uDp,sv_P2
40468,UDP,sv_P2
50857,tCp,web
12722,icmP,sv_P1
62836,udp,sv_P5
24328,Udp,sv_P4
49618,tCP,sv_P2
59560,tCP,sv_P3
43869,ICmP,sv_P4
45846,TCp,email
31702,udP,sv_P1
16212,UdP,monitoring
21177,udP,monitoring
11384,Tcp,sv_P4
58929,IcMp,database
45475,udp,database
61313,ICMp,email
3816,udP,sv_P3
33860,icmP,sv_P1
59240,udP,monitoring
13460,UDp,sv_P2
38270,udp,sv_P3
12695,UDp,email
31147,UDP,email
24131,TCp,backup
53645,uDp,backup
40292,tcp,email
20771,udP,sv_P5
48813,TCP,sv_P3
52556,TCp,web
2656,TCp,monitoring
48338,UDP,sv_P4
1030,udp,monitoring
22167,tcP,monitoring
19897,icMP,email
44088,tCp,backup
41272,udP,sv_P1
31385,icMP,sv_P1
54608,tCp,sv_P1
59623,tCP,sv_P2
27471,IcMp,monitoring
58066,TCP,sv_P3
19172,uDP,monitoring
23680,UDP,database
35075,udP,sv_P5
46976,Udp,sv_P5
1506,uDp,web
25184,tCP,backup
43497,tcP,email
60211,ICMP,database
38419,icmp,monitoring
41675,uDp,sv_P4
25167,uDp,email
13715,IcMp,sv_P2
13838,TcP,sv_P4
76,udp,database
2166,Icmp,backup
10568,udP,sv_P5
56963,IcMp,sv_P2
44555,udp,sv_P3
47349,uDP,sv_P4
53352,TCp,email
50932,tcP,backup
63595,UdP,sv_P3
22417,tCP,sv_P5
58308,uDp,sv_P2
18331,UdP,sv_P2
2165,tcP,sv_P2
37244,UDp,backup
45107,Udp,backup
52315,tcP,sv_P5
2169,TCP,email
18039,iCMp,monitoring
39514,Icmp,sv_P1
47633,tCP,sv_P5
27059,IcmP,backup
22025,tcP,sv_P1
45915,TcP,sv_P5
3218,IcMP,sv_P3
24128,uDP,web
54877,UDP,sv_P5
35767,uDP,database
23987,tcP,sv_P4
44055,UDp,sv_P2
53041,UDP,sv_P2
32425,tcP,email
11297,tCP,web
53694,udp,sv_P2
6031,TcP,email
47749,iCmp,sv_P3
40562,udp,monitoring
61974,Udp,web
60233,icmP,sv_P4
22811,ICMp,backup
5314,icMP,monitoring
51395,tCP,database
5665,TCP,backup
49366,tcP,email
33184,icmP,email
42325,TCP,database
28447,iCMP,backup
19260,UdP,sv_P3
50205,udP,web
52395,Icmp,monitoring
64098,udP,database
6186,tCP,web
33428,IcmP,sv_P3
40616,tcP,backup
42222,tCp,sv_P4
41589,ICMP,sv_P3
51956,icMP,sv_P1
55555,ICMp,database
17040,TCp,email
38748,ICmp,email
8193,tcP,sv_P2
16088,tcp,sv_P3
30945,TCp,sv_P1
5484,iCMP,web
22589,tcp,sv_P1
42558,UDp,sv_P1
58040,uDp,sv_P5
8726,iCmp,email
42537,udp,sv_P2
32999,iCMP,sv_P4
59751,ICmp,sv_P1
25014,udP,backup
11772,tcp,sv_P5
4989,uDP,monitoring
56552,Udp,email
5538,tCP,sv_P2
53372,iCMP,sv_P3
38284,tcp,sv_P4
33888,Udp,monitoring
63199,tCP,sv_P3
33480,uDP,sv_P4
22277,iCmp,sv_P3
21303,TcP,monitoring
63844,uDP,backup
48820,ICmP,monitoring
63693,iCMP,sv_P3
22407,TcP,email
54026,iCmp,sv_P1
51117,tCp,database
46409,udp,web
6263,UDP,web
52751,IcMP,sv_P3
24739,tcP,database
36035,Icmp,sv_P4
40060,tcP,sv_P5
6990,TCp,sv_P1
29344,UdP,sv_P4
19805,tCP,sv_P5
37074,uDP,web
15685,tcP,sv_P1
46243,TcP,monitoring
55418,IcMP,web
53255,UdP,backup
46842,iCMp,database
4118,tcp,backup
33968,UDP,sv_P2
23559,Tcp,sv_P5
27204,icMp,web
49227,uDp,web
65002,icmP,sv_P2
42315,UDp,backup
34186,udP,sv_P2
53065,TcP,sv_P4
46997,ICMp,monitoring
12742,TCp,email
37926,TCP,sv_P1
22102,iCmP,database
57460,udP,backup
62797,tcp,database
35139,icMp,email
20192,tCp,sv_P1
27146,iCmp,monitoring
6017,uDp,sv_P2
10754,Udp,sv_P1
44990,Udp,sv_P5
13179,UDP,database
15342,TCP,email
59370,IcMp,sv_P5
49544,Tcp,sv_P1
40044,icMp,backup
48629,TCP,sv_P3
56992,icMP,sv_P5
802,udp,sv_P4
45733,ICMp,sv_P1
634,Tcp,sv_P2
19320,TcP,email
55030,tCp,sv_P1
23938,iCMP,backup
17884,iCmp,sv_P4
656,udp,monitoring
9505,Tcp,email
53104,iCmP,sv_P3
14806,Icmp,sv_P2
44458,udp,email
59846,tCP,web
37962,IcMp,backup
65039,TCP,sv_P3
2784,ICmP,email
26759,uDp,monitoring
47465,tCP,sv_P5
33056,UDP,backup
33156,Icmp,sv_P4
53384,tcP,sv_P4
18967,iCmP,sv_P3
22656,TCp,sv_P5
39492,udp,sv_P5
47594,icmP,backup
21752,TCP,sv_P4
33148,tCP,backup
31324,tcP,sv_P3
30542,UDp,sv_P5
536,ICmP,sv_P5
64371,udp,sv_P5
11713,Tcp,sv_P5
62677,iCMp,email
62258,iCMp,sv_P1
53162,TCp,sv_P4
48921,tcp,monitoring
41025,ICmP,backup
20649,tCp,sv_P2
3108,tCP,monitoring
41036,iCMP,database
30904,TCp,database
13583,UdP,sv_P1
48497,IcMp,sv_P3
43149,uDP,monitoring
3688,IcMp,database
57066,icMP,web
923,uDP,sv_P4
330,uDP,backup
2020,UDp,backup
64348,udp,database
5812,iCmP,web
63059,Tcp,sv_P1
25052,icMP,email
1288,iCmP,sv_P5
55116,UDp,sv_P3
9440,TCp,sv_P2
48369,UDp,sv_P4
24631,icmp,monitoring
11145,UdP,sv_P1
10625,UDp,sv_P4
15172,iCMP,sv_P2
35429,tcP,sv_P2
62492,TcP,monitoring
51284,tcP,backup
296,ICMP,sv_P5
54685,ICMp,sv_P1
49812,UDP,monitoring
54661,udP,sv_P5
62336,icmP,sv_P2
60155,icMP,sv_P2
52675,TcP,web
21402,iCMp,sv_P2
63870,UdP,sv_P3
48093,UdP,database
1583,TcP,sv_P5
65284,iCMp,database
46252,iCMp,sv_P4
63770,UDp,backup
22568,tCp,monitoring
6151,Udp,database
57558,icMP,monitoring
39019,IcMp,monitoring
55274,tcp,sv_P5
41014,UDp,backup
42494,TcP,database
42767,UDp,sv_P3
43119,ICmp,database
45604,TCP,sv_P5
11249,uDp,email
42960,Icmp,email
40730,uDP,sv_P1
49863,ICmp,sv_P1
31258,iCMp,email
63649,UDP,sv_P5
31209,ICmp,database
13246,ICMp,sv_P3
32870,ICMp,database
465,ICmP,sv_P5
40266,TCp,sv_P1
31058,udP,sv_P2
40523,icmP,monitoring
4618,tcp,sv_P1
43590,uDp,sv_P5
11162,TCp,sv_P1
57439,udp,sv_P4
12110,tCP,sv_P1
14721,Udp,sv_P1
15815,iCmp,sv_P5
29179,udP,sv_P5
57496,udP,sv_P2
37325,UDP,sv_P2
32067,uDP,sv_P1
45630,TCp,sv_P5
59691,TCP,sv_P1
3944,ICmp,sv_P5
45778,icmp,monitoring
28982,UDp,sv_P3
16422,tcp,web
2339,tcp,monitoring
58452,UdP,sv_P3
58356,uDP,backup
12193,IcmP,sv_P4
58786,icmp,sv_P3
41392,ICmp,sv_P2
19436,tCP,sv_P4
59160,tcP,sv_P4
18017,UDP,sv_P2
43325,udP,sv_P1
63724,Tcp,sv_P1
61727,IcMP,web
42093,Icmp,monitoring
4424,Tcp,sv_P2
55447,tCp,backup
15348,Tcp,sv_P3
19527,TCP,sv_P1
16192,iCMp,web
40900,uDP,backup
64491,icMP,sv_P4
54362,iCMP,backup
14761,icMP,sv_P2
12497,TcP,sv_P3
53547,UDP,sv_P2
30761,udp,sv_P3
42368,TCP,sv_P4
17232,udP,sv_P5
57444,Udp,backup
11555,Udp,sv_P4
13020,iCmP,sv_P5
6778,ICmp,web
45405,uDp,email
24149,iCMp,monitoring
8369,tcp,sv_P3
52011,tCp,monitoring
38076,uDP,database
8493,UDp,database
18643,uDp,email
57759,tCp,sv_P1
53607,Tcp,sv_P3
40697,IcmP,database
37840,icmP,sv_P1
23186,Tcp,sv_P1
39727,TCP,monitoring
4151,Tcp,sv_P1
31431,TcP,sv_P1
36670,icMp,sv_P5
46526,UDp,sv_P5
46393,tcp,sv_P2
21885,TcP,web
17679,tcP,email
39611,iCmp,sv_P2
45463,Tcp,backup
18039,TcP,sv_P1
5676,udP,monitoring
17494,ICMp,sv_P1
42535,TcP,email
2804,tCp,monitoring
9397,iCMp,email
48302,TCp,database
17717,UDp,sv_P4
19921,TcP,sv_P3
11379,ICmp,monitoring
31127,uDP,sv_P5
13566,ICmP,web
8004,TcP,database
5941,icmp,sv_P2
34758,tCp,backup
34579,TcP,monitoring
60660,udp,database
31010,tCp,sv_P4
36845,tcp,web
38421,uDP,database
38525,Udp,monitoring
18502,tcP,monitoring
11444,UDP,web
32071,ICMP,sv_P3
52660,uDp,web
10639,uDP,sv_P5
28044,icmp,sv_P1
59193,iCMp,sv_P2
57557,iCMp,sv_P3
37714,uDP,backup
54030,UDP,sv_P4
8082,tcP,sv_P1
24603,uDp,backup
39212,ICmP,database
48709,UDP,web
15032,UDP,sv_P5
44192,icMP,sv_P4
42104,Udp,sv_P5
26126,iCmp,sv_P1
5207,udp,database
60636,udp,monitoring
13304,ICMp,sv_P1
27503,tCp,sv_P5
51697,iCmp,sv_P1
36091,icMP,sv_P1
54657,iCmp,sv_P4
24732,iCmP,backup
54014,ICMp,sv_P4
85,icmp,sv_P4
21447,TCp,monitoring
36176,tCP,web
54094,IcMP,sv_P3
39742,TCP,backup
19948,icmp,sv_P1
46998,Udp,monitoring
31802,Tcp,email
46211,UDp,database
18886,icmP,sv_P3
12636,tcP,web
11633,UDP,web
25524,tCp,sv_P1
18737,UdP,sv_P1
23311,iCmp,sv_P5
60256,TcP,email
59015,icmp,sv_P1
15817,UDP,sv_P3
21061,udP,web
20695,TCP,sv_P1
17177,ICMP,sv_P4
43712,tCp,database
15178,iCmP,sv_P5
50091,TCp,sv_P5
14537,iCMp,web
39733,Tcp,sv_P1
54722,TcP,sv_P4
556,UDp,backup
41236,ICmP,sv_P3
25984,icmp,web
17576,Udp,sv_P3
6849,icmp,sv_P4
37003,icMP,sv_P2
12823,tCp,email
51637,TcP,sv_P1
18207,IcMP,sv_P2
17284,Tcp,sv_P5
43897,uDP,database
51255,udP,sv_P5
3727,udP,sv_P4
1778,UDp,sv_P2
62659,tCP,sv_P4
49369,Udp,sv_P3
48324,Udp,sv_P2
49765,tCP,monitoring
13906,ICmP,sv_P3
33704,tCP,monitoring
45614,iCMP,sv_P5
29858,IcmP,sv_P1
30787,icMp,monitoring
32845,IcMP,sv_P5
14087,ICmp,sv_P3
65030,Udp,email
58918,ICMp,sv_P1
6076,udP,email
11551,uDp,monitoring
1685,UdP,sv_P3
21272,icMP,sv_P4
44474,TCp,backup
1610,iCMp,email
46276,ICmp,web
9857,iCmP,sv_P4
50160,iCmP,sv_P3
56089,tCP,database
50909,ICmp,backup
2454,TcP,database
32839,TcP,sv_P2
44143,TCP,web
9116,tCp,sv_P4
52132,UDP,sv_P3
50812,tcp,sv_P1
28843,tcp,sv_P4
878,Udp,sv_P1
48453,UDp,monitoring
18580,iCmp,monitoring
62178,TcP,web
33027,tCP,database
29708,TCp,sv_P1
4293,tCP,sv_P1
57361,TCp,sv_P1
65339,udP,sv_P1
58596,ICMp,monitoring
10488,icmP,backup
407,TCP,sv_P4
26992,icMP,sv_P5
14088,UDP,sv_P5
38740,Tcp,backup
746,TcP,sv_P2
39323,ICmP,monitoring
39552,tCp,database
63834,tcp,monitoring
64642,TCP,backup
15299,tcP,web
37476,tCp,monitoring
27021,IcmP,web
40107,TcP,sv_P5
44360,UDP,sv_P4
45390,TcP,sv_P2
43839,UDp,sv_P4
50279,tcp,sv_P2
3232,uDp,email
14261,Tcp,sv_P1
56111,IcMp,monitoring
3383,ICmp,sv_P1
63472,iCMp,backup
30225,tcP,web
38845,UDp,sv_P3
28336,tCp,database
51475,tcP,sv_P3
14222,iCMp,monitoring
39511,Icmp,sv_P4
47279,IcmP,backup
24358,uDp,sv_P3
34229,udp,database
61819,UDP,sv_P1
7946,TcP,sv_P5
47877,UDp,sv_P1
27191,uDp,sv_P4
38374,Udp,email
62314,TCP,email
14196,UDP,web
720,udp,backup
62628,iCMp,email
29574,uDP,sv_P5
24472,TcP,sv_P2
4687,iCmP,database
40509,ICmp,database
44618,TCP,sv_P2
19800,icMp,sv_P3
50755,UdP,sv_P3
1274,icMp,monitoring
29654,icmp,sv_P3
17173,uDP,sv_P1
52561,uDP,sv_P4
62820,Tcp,email
37852,tCp,database
37040,uDP,sv_P1
457,iCMP,sv_P2
58006,IcmP,email
35339,udP,email
15676,TCp,sv_P5
40905,uDP,sv_P1
36736,IcMP,sv_P4
36296,udP,database
33254,IcmP,sv_P1
25423,ICmp,sv_P3
63702,udp,sv_P3
30825,uDP,sv_P3
63810,Tcp,database
49259,ICmP,monitoring
35972,ICmP,email
51005,tCp,sv_P2
47360,icmP,sv_P5
63068,tCP,email
40498,tCP,monitoring
43374,UDp,email
63901,IcMp,sv_P4
58975,tCp,sv_P2
41140,udp,email
